2459771.1759708636 1.0006079100 0.0008658964 SOSS -1.7311887324
2459771.1761302976 1.0006189951 0.0009075400 SOSS -1.7294123785
2459771.1762897321 0.9993003645 0.0010232608 SOSS -1.7276360195
2459771.1764491661 0.9996700924 0.0009961591 SOSS -1.7258596656
2459771.1766086002 0.9999782491 0.0009677661 SOSS -1.7240833117
2459771.1767680347 1.0007363301 0.0009662793 SOSS -1.7223069526
2459771.1769274687 1.0008473834 0.0009780002 SOSS -1.7205305987
2459771.1770869032 1.0000974763 0.0009636516 SOSS -1.7187542396
2459771.1772463373 1.0007272831 0.0010238146 SOSS -1.7169778857
2459771.1774057713 0.9999231304 0.0008875278 SOSS -1.7152015319
2459771.1775652058 0.9984291298 0.0009334676 SOSS -1.7134251728
2459771.1777246399 1.0011721121 0.0009473139 SOSS -1.7116488189
2459771.1778840739 1.0008154187 0.0009739382 SOSS -1.7098724650
2459771.1780435084 0.9985734545 0.0008946881 SOSS -1.7080961059
2459771.1782029425 0.9997546707 0.0008413281 SOSS -1.7063197520
2459771.1783623765 0.9972960769 0.0008955699 SOSS -1.7045433982
2459771.1785218110 1.0030186433 0.0011597869 SOSS -1.7027670391
2459771.1786812451 1.0016612929 0.0008443348 SOSS -1.7009906852
2459771.1788406791 0.9989238187 0.0008528634 SOSS -1.6992143313
2459771.1790001136 0.9990218165 0.0010371068 SOSS -1.6974379722
2459771.1791595477 0.9991502080 0.0009161910 SOSS -1.6956616183
2459771.1793189817 1.0010513709 0.0010551542 SOSS -1.6938852645
2459771.1794784162 0.9990887552 0.0009038834 SOSS -1.6921089054
2459771.1796378503 0.9988485138 0.0007750676 SOSS -1.6903325515
2459771.1797972848 0.9995739735 0.0009310904 SOSS -1.6885561924
2459771.1799567188 1.0018457352 0.0009533484 SOSS -1.6867798385
2459771.1801161529 1.0007406570 0.0008233513 SOSS -1.6850034846
2459771.1802755874 0.9990538011 0.0008049773 SOSS -1.6832271256
2459771.1804350214 0.9995664242 0.0010443955 SOSS -1.6814507717
2459771.1805944555 1.0012533833 0.0010860699 SOSS -1.6796744178
2459771.1807538900 0.9980671765 0.0009948444 SOSS -1.6778980587
2459771.1809133240 1.0013361079 0.0008886805 SOSS -1.6761217048
2459771.1810727580 0.9991467662 0.0009568670 SOSS -1.6743453509
2459771.1812321926 1.0022294592 0.0010336916 SOSS -1.6725689919
2459771.1813916266 0.9991955123 0.0011444590 SOSS -1.6707926380
2459771.1815510606 0.9992572068 0.0010077729 SOSS -1.6690162841
2459771.1817104951 1.0028927345 0.0009413978 SOSS -1.6672399250
2459771.1818699292 1.0007002153 0.0009303486 SOSS -1.6654635711
2459771.1820293632 0.9982717833 0.0009831548 SOSS -1.6636872172
2459771.1821887977 0.9998654473 0.0007819727 SOSS -1.6619108582
2459771.1823482318 0.9996605116 0.0008417998 SOSS -1.6601345043
2459771.1825076663 1.0005894486 0.0009952342 SOSS -1.6583581452
2459771.1826671003 1.0016890805 0.0010930638 SOSS -1.6565817913
2459771.1828265344 1.0003983949 0.0010273443 SOSS -1.6548054374
2459771.1829859689 0.9999916451 0.0008996476 SOSS -1.6530290784
2459771.1831454029 0.9986727410 0.0009079351 SOSS -1.6512527245
2459771.1833048370 1.0015952961 0.0009480186 SOSS -1.6494763706
2459771.1834642715 1.0010810912 0.0010493683 SOSS -1.6477000115
2459771.1836237055 1.0011810919 0.0009600571 SOSS -1.6459236576
2459771.1837831396 1.0002339155 0.0010550892 SOSS -1.6441473037
2459771.1839425741 0.9999333924 0.0010062819 SOSS -1.6423709447
2459771.1841020081 0.9999028653 0.0009416668 SOSS -1.6405945908
2459771.1842614422 1.0002366263 0.0010941311 SOSS -1.6388182369
2459771.1844208767 1.0012343464 0.0010345688 SOSS -1.6370418778
2459771.1845803107 0.9974204233 0.0008545966 SOSS -1.6352655239
2459771.1847397448 0.9997085225 0.0011585765 SOSS -1.6334891700
2459771.1848991793 1.0008250409 0.0009857683 SOSS -1.6317128109
2459771.1850586133 0.9979417496 0.0009386907 SOSS -1.6299364571
2459771.1852180478 0.9980426972 0.0008154984 SOSS -1.6281600980
2459771.1853774819 0.9995651776 0.0008691733 SOSS -1.6263837441
2459771.1855369159 1.0004674253 0.0010401517 SOSS -1.6246073902
2459771.1856963504 1.0009947913 0.0008583574 SOSS -1.6228310311
2459771.1858557845 0.9996251968 0.0008270131 SOSS -1.6210546772
2459771.1860152185 0.9992775757 0.0010068159 SOSS -1.6192783234
2459771.1861746530 1.0022170590 0.0009305203 SOSS -1.6175019643
2459771.1863340870 1.0005486350 0.0009060291 SOSS -1.6157256104
2459771.1864935211 0.9992526541 0.0011377311 SOSS -1.6139492565
2459771.1866529556 1.0014032061 0.0008830135 SOSS -1.6121728974
2459771.1868123896 1.0015233943 0.0009364419 SOSS -1.6103965435
2459771.1869718237 1.0022188139 0.0009511451 SOSS -1.6086201897
2459771.1871312582 0.9978973770 0.0009378364 SOSS -1.6068438306
2459771.1872906922 0.9991125030 0.0007778591 SOSS -1.6050674767
2459771.1874501263 1.0004388097 0.0011158070 SOSS -1.6032911228
2459771.1876095608 1.0007543902 0.0008871663 SOSS -1.6015147637
2459771.1877689948 0.9987539972 0.0009885336 SOSS -1.5997384098
2459771.1879284289 0.9996577028 0.0009063995 SOSS -1.5979620560
2459771.1880878634 1.0008656814 0.0008695845 SOSS -1.5961856969
2459771.1882472974 0.9987964600 0.0008076817 SOSS -1.5944093430
2459771.1884067319 0.9969952280 0.0010078333 SOSS -1.5926329839
2459771.1885661660 0.9974819054 0.0008565204 SOSS -1.5908566300
2459771.1887256000 1.0004990994 0.0010158646 SOSS -1.5890802761
2459771.1888850345 0.9997870400 0.0008576184 SOSS -1.5873039171
2459771.1890444686 1.0004053756 0.0009996674 SOSS -1.5855275632
2459771.1892039026 0.9999187394 0.0009849754 SOSS -1.5837512093
2459771.1893633371 1.0006594537 0.0010528072 SOSS -1.5819748502
2459771.1895227712 1.0007953766 0.0009249337 SOSS -1.5801984963
2459771.1896822052 0.9990246043 0.0009182944 SOSS -1.5784221424
2459771.1898416397 1.0005751927 0.0009314675 SOSS -1.5766457834
2459771.1900010738 0.9993962460 0.0010075458 SOSS -1.5748694295
2459771.1901605078 1.0046049071 0.0009509895 SOSS -1.5730930756
2459771.1903199423 1.0027018021 0.0010425175 SOSS -1.5713167165
2459771.1904793764 0.9994286058 0.0009836684 SOSS -1.5695403626
2459771.1906388104 1.0004805245 0.0010363104 SOSS -1.5677640087
2459771.1907982449 0.9980459068 0.0008928166 SOSS -1.5659876497
2459771.1909576789 1.0008107867 0.0007924161 SOSS -1.5642112958
2459771.1911171135 1.0001518870 0.0009433993 SOSS -1.5624349367
2459771.1912765475 1.0019374691 0.0008373430 SOSS -1.5606585828
2459771.1914359815 0.9991894971 0.0009592182 SOSS -1.5588822289
2459771.1915954161 0.9996676068 0.0010413372 SOSS -1.5571058699
2459771.1917548501 0.9997486026 0.0009391923 SOSS -1.5553295160
2459771.1919142841 0.9983484014 0.0010097559 SOSS -1.5535531621
2459771.1920737186 1.0016524611 0.0009601989 SOSS -1.5517768030
2459771.1922331527 0.9996085417 0.0010116608 SOSS -1.5500004491
