-3.6064684354 37.7750106573 124.5170974569
-3.1472979225 96.1566827138 114.8270257085
-2.6881274208 -91.4155146179 108.0300442563
-2.2289569080 0.5157233366 121.2855445762
-1.7694037668 -93.3293719966 131.8730048315
-1.3102332763 -178.2201711703 113.9353432022
-0.8510627858 -237.9600130584 102.4569091325
-0.3918922953 143.3066845276 119.5691139694
0.0672781840 -181.1725536521 105.2403387783
0.5264486633 -19.8314521168 103.8515408169
0.9856191315 -63.9830248761 121.0703188711
1.4447896108 -172.5448744663 101.2464648566
1.9039600678 -5.9606693614 118.6755620231
2.3631305248 16.4455636668 122.5573758688
2.8223009817 -3.1912282821 106.3338111697
3.2814714387 12.6681436987 110.6017303017
3.5703661814 22.9033473267 204.2876725885
