    0.782009748373167554E+03    0.133243728631482172E+01   -0.600242213299146954E-01    0.824849585747160852E+01    0.484163490517666162E+01   -0.466761701877664414E+00   -0.116318103363590666E+02    0.987405411210459105E+00   -0.262491553558137847E+01   -0.277065711333125186E+01    0.110772087861854925E+04   -0.180111821329323574E+00    0.775490506365534671E+01    0.431312706754606978E+01   -0.305209386063902777E+01   -0.843061104613043533E+01    0.508683490097866240E+03
    0.844519803084088494E+03    0.107507032284010773E+01   -0.484543164524216863E+00    0.899469273062485541E+01    0.211972918847938718E+01   -0.104779543053268576E+01   -0.912030609414798832E+01    0.988994852219168274E+00   -0.280419811763998661E+01   -0.856688748303207515E+00    0.916743549201649785E+03   -0.467604950242490824E+00    0.837086638374194969E+01    0.495082077787624719E+01   -0.222862684428054747E+01   -0.341182910348910085E+01    0.515272862383732559E+03
    0.873136523630812349E+03    0.986933313171655779E+00   -0.530819650363710593E+00    0.735745994608993747E+01    0.219115101067736351E+01    0.205732495720955200E+00   -0.953986702675180887E+01    0.980788047979068045E+00   -0.251075137062593967E+01   -0.752146689143236014E+00    0.101898268272541463E+04   -0.364469700336819136E+00    0.990457108690241839E+01    0.599501908334745170E+01   -0.244306318109430753E+01   -0.219542982933003472E+01    0.515751346768735516E+03
    0.917000375658016083E+03    0.977605973756681124E+00   -0.100241374849764364E+00    0.767925279002696826E+01    0.335565880767317770E+01   -0.469895392522283561E+01   -0.127546877266809222E+02    0.981222003534403475E+00   -0.197406359448125657E+01   -0.478911847538936897E+00    0.959496860160567962E+03   -0.212003108429073661E+00    0.979250239243544840E+01    0.259323317538027442E+01   -0.236266083921377179E+01   -0.472254318387736127E+01    0.516072878536129792E+03
    0.814053582159746384E+03    0.953800814109471595E+00   -0.262955461073813623E+00    0.505822627283247694E+01    0.436535286269240608E+01   -0.341401582076073051E+01   -0.763047082251543607E+01    0.983719991501130098E+00   -0.212567581427673957E+01   -0.978863907489455620E-01    0.914108871416824968E+03   -0.876561967693574084E+00    0.864739215850181964E+01    0.454648671135366467E+01   -0.281066676032817941E+01   -0.419683850658934432E+01    0.516361989703792688E+03
    0.948487382703101389E+03    0.829650005728649553E+00   -0.191029615618537818E+00    0.670483882816622323E+01    0.192167678974694911E+01   -0.158395482415023725E+01   -0.142479229050318654E+02    0.986649990951673606E+00   -0.297757299354241445E+01   -0.108161999944725062E+01    0.959185200723982916E+03   -0.348885502452225937E+00    0.855303689410796153E+01    0.214881595706535400E+01   -0.104938737946637328E+01   -0.374217189648481607E+01    0.517041193164575930E+03
    0.800500283834238985E+03    0.955096632146505531E+00   -0.471118107036579525E+00    0.819980252584050007E+01    0.239683620365270844E+01   -0.430919261061013792E+01   -0.133229756276011084E+02    0.983913827832648358E+00   -0.262483555646769684E+01   -0.133515497202978262E+01    0.102917448434146422E+04   -0.320801120380665550E+00    0.854854465075804981E+01    0.219759086704964712E+01   -0.823025652493732274E+00   -0.339648885505166476E+01    0.517529650603864411E+03
    0.828736015548320893E+03    0.100688182484357736E+01   -0.390575257194106129E+00    0.551691742068046587E+01    0.362520804740757630E+01   -0.247341527893773749E+01   -0.262219799442967982E+01    0.976836371288362315E+00   -0.167143537033612932E+01   -0.778077768989982488E+00    0.982282634031579960E+03   -0.543750131507920731E+00    0.913516280336366293E+01    0.457436897075079063E+01   -0.217965748566460205E+01   -0.215947140537408799E+01    0.517531817041588056E+03
    0.875782227909763719E+03    0.982473722001238059E+00   -0.369080500575653447E+00    0.102991659891293352E+02    0.362245941688278528E+01   -0.264577169347423213E+01   -0.129818315214610802E+02    0.976188670615802834E+00   -0.208604677589032050E+01   -0.167880176882147714E+01    0.100267591760646337E+04   -0.845667516141362485E+00    0.845334472337914633E+01    0.505370649455177556E+01   -0.199413345858350777E+01   -0.308024626008220004E+01    0.517717649941542277E+03
    0.839421097107827336E+03    0.106848439739697998E+01   -0.317136199253264861E+00    0.895242557999477384E+01    0.313484748478091735E+01    0.222523335981388293E+00   -0.397742127022183212E+01    0.984527614509980609E+00   -0.263238913530449814E+01   -0.156565051204595074E+01    0.104608336946794998E+04   -0.206650184733570219E+00    0.797034348330813813E+01    0.427739989089874761E+01   -0.142607067154195111E+01   -0.317889988873741558E+01    0.517773627208835023E+03
    0.832449391518021002E+03    0.111343390388183572E+01   -0.222996591682262491E+00    0.100962678369836389E+02    0.175645944193646075E+01   -0.125549142013633830E+01   -0.992647757892443572E+01    0.968033418576589089E+00   -0.151738634444192422E+01   -0.158345535919028979E+01    0.107149226392698301E+04   -0.949739229961010789E-01    0.903377147036592376E+01    0.387900128537964139E+01   -0.152014809608624279E+01   -0.340959567068179226E+01    0.517812055063464982E+03
    0.916060145558738327E+03    0.795401936391060715E+00   -0.468260860652268240E+00    0.604114954562524797E+01    0.193187451141844413E+01   -0.533989624220763126E+00   -0.108357836512472439E+02    0.980153561045340016E+00   -0.266513071915173771E+01   -0.217841655983125104E+01    0.104977476606103619E+04   -0.179657334267478985E+00    0.968481084644034240E+01    0.122890584318776042E+01   -0.197220608657710983E+01   -0.535143515223577282E+01    0.518418139346057387E+03
    0.812461311344970454E+03    0.113333301172386225E+01   -0.138648232750857403E+01    0.552973699135391161E+01    0.111578287335332882E+01   -0.176555486766489178E+01   -0.973431430610697035E+01    0.986152153702396950E+00   -0.236871082206561834E+01   -0.107804269328827185E+01    0.958532158943806962E+03   -0.356957050586183211E+00    0.927239714122104886E+01    0.475149584254176194E+01   -0.258975013517467811E+01   -0.455409105930488245E+01    0.518477549979296782E+03
