#wvl_cen_um wvl_width_um rp_rs2 rp_rs2_unc delta_t_sec delta_t_sec_err delta_scale_height delta_scale_height_err
0.7725382168043178 0.012345971722626303 0.021332424955711145 6.263281144630344e-05 12385.117255160809 6.001897499764775 -0.6681350270103333 0.5103283058833203
0.7985576000421811 0.013360899562787798 0.021220319016888117 6.007700975590295e-05 12382.25242445507 5.769344842041267 -0.9263691109659246 0.4905548585944667
0.8267322061272683 0.014466389324908457 0.021142102363469785 5.810460266222081e-05 12381.452745984483 5.582429755567893 -0.998451638180143 0.47466187484595557
0.8572514125898707 0.01567194460447241 0.021120121227388124 5.7327416953747436e-05 12380.84750043903 5.494449142538177 -1.0530081006913707 0.46718107444911594
0.890301156699455 0.01696997030502273 0.021018070602580475 5.795981586979763e-05 12389.854715336192 5.565282154782104 -0.24110327039887525 0.4732038516025866
0.9260678956634718 0.018350300721849122 0.021308150149329515 5.445104598823356e-05 12391.644133798132 5.171008641943639 -0.07980618697736831 0.4396796313256816
0.9646934119250122 0.019798892596323836 0.02133257495054539 5.07401700415982e-05 12388.635878371271 4.802066637585464 -0.35096848738956077 0.40830929418468864
1.006266995985892 0.02128661858180636 0.021197505171744662 4.901246597314523e-05 12392.665812885745 4.652851852300294 0.012287339791174131 0.39562188514607893
1.0508273419336007 0.02277301277474808 0.02106381250038807 4.7586590083766065e-05 12389.903877760738 4.531789985104889 -0.2366717995821315 0.38532825757324496
1.0983160190918773 0.024220167693793093 0.021323982523415906 4.851784850963812e-05 12383.048748069823 4.563322283062435 -0.8545889884001636 0.3880093803678133
1.1485892621637768 0.02557483483551215 0.02141992910335287 4.580148944585512e-05 12391.092967597026 4.285177022853978 -0.12948797053444264 0.3643592931350306
1.201403689016733 0.026795854172084632 0.02137672468430334 4.432630568863324e-05 12391.753196716214 4.15348788034376 -0.0699753223863604 0.3531620514288701
1.2564338177161032 0.027842793966077806 0.021338973406833637 4.3820499626756055e-05 12387.505386540053 4.101041855782004 -0.45287032817514666 0.3487026798941238
1.3132959541209153 0.028691092029371146 0.02155565315400622 4.432635665608527e-05 12385.933365050108 4.108165823998533 -0.594571381784039 0.3493084154354672
1.3715747678713022 0.02932880925661774 0.021833408794750264 4.6528147453202296e-05 12394.762300176239 4.255577526856294 0.20126341921544622 0.3618425122922905
1.4308537499463791 0.0297617565640097 0.021647949933743086 4.341249008082956e-05 12391.64167528548 3.9915393404123236 -0.08002779580098018 0.3393919188954961
1.4907407879169783 0.030004666977379024 0.02166456246488064 4.4884225761411884e-05 12391.502076686393 4.114022210724115 -0.09261112796250968 0.3498063712763294
1.5508850172457485 0.03008038161227622 0.02125047578498462 4.776730321578767e-05 12386.391780585134 4.434633681719706 -0.5532500864205401 0.37706726815874897
1.6109870969291127 0.03001544449676108 0.02123701269332565 4.909557729090719e-05 12390.057763879995 4.54380942476576 -0.22280059910930972 0.3863502444165789
1.6708017395653993 0.02983668618115287 0.02100686108984194 5.054958898339864e-05 12400.949505147488 4.716190362708157 0.7589742831749144 0.4010074210894843
1.7301352515451316 0.029569077270789834 0.021291272416384573 5.3082110023585265e-05 12382.158991808239 4.889673504861457 -0.9347910724860541 0.41575831579201433
1.7888390853377585 0.029234011800272297 0.021490616880766342 5.4453231116485794e-05 12395.24767568898 4.979159299916276 0.24501487044636547 0.42336709854659116
1.846805242891433 0.02885116111505337 0.021585150241581415 3.3319203012088474e-05 12397.906561187452 3.028795869771134 0.48468517964301794 0.2575319330507191
1.903958235182738 0.02843442852944167 0.021852330722102638 3.270246928420153e-05 12394.71141419241 2.9466155320499134 0.19667658782120667 0.2505443174628432
1.9602471164812063 0.027996869041482575 0.021640108894747344 3.0526983575268655e-05 12391.997408443613 2.765961427837453 -0.047962226956501854 0.23518369143462017
2.015642289294551 0.02754680418847366 0.02126341196972436 3.241700223786097e-05 12396.049938111004 2.9803476048434088 0.31733031345960677 0.25341248233292174
2.0701296875771478 0.027091800470375293 0.02134043866573476 3.366930730756537e-05 12396.367811956969 3.0857133089926125 0.3459832671094751 0.26237149926028075
2.123707477568789 0.026637935602015883 0.02125662885006341 3.3460628212767696e-05 12385.942835966742 3.0746929209569402 -0.5937176791635227 0.2614344596062977
2.176382150470831 0.026188219537300217 0.021166142075256595 3.6407456385210804e-05 12380.434224454986 3.3504698735198453 -1.0902605445954747 0.28488317478489045
2.219597723 0.017212649371842303 0.02098638493670866 4.4538926528790884e-05 12389.811514191533 4.137320489952169 -0.24499739510054286 0.3517873733459108
2.253730997 0.017018691059822455 0.021218064631579867 4.490916549496256e-05 12386.01987781224 4.131095476097246 -0.5867731744293104 0.35125807394104636
2.2874812550000003 0.016827777090671292 0.021110982402124737 4.6038193077041404e-05 12384.177742041695 4.2528317485199265 -0.7528221637380716 0.3616090447252778
2.3208554170000006 0.016640243709578284 0.02126465702783933 4.7840741444393474e-05 12387.476154321273 4.395610845444075 -0.45550530245956905 0.37374924116343866
2.3538593450000005 0.016456518093422412 0.021467151429290857 4.84297751338651e-05 12392.848940358264 4.415323397340849 0.028794337924880526 0.37542535662767507
2.386499983 0.0162753335358361 0.021479365904586253 4.953865476358583e-05 12392.047188108934 4.5104440031017505 -0.043475118434365155 0.3835132550955277
2.4187855670000005 0.016099176533283188 0.021432652819931144 4.969726895443179e-05 12390.343058793489 4.535058998454549 -0.1970842904648338 0.3856062146767621
2.4507225910000003 0.01592522724262513 0.02161077963860118 5.1012538704439745e-05 12394.560067834533 4.616701292816485 0.18303431988259034 0.39254808160664334
2.4823182760000004 0.015755933988473414 0.021748802277336433 5.311761910464904e-05 12397.58637849878 4.785672942630205 0.4558241083266684 0.40691537391630456
2.513581143 0.015590371346003273 0.02179033724562286 5.411128324134902e-05 12400.782264975138 4.862653925469953 0.743899356541235 0.41346089965368704
2.544518116 0.01542827104306621 0.021814406319690928 5.506620396980368e-05 12398.576916139134 4.941222990659088 0.5451105641260489 0.4201414565832878
2.575135533000001 0.01526931856943059 0.021969884279219802 5.6786854772555133e-05 12399.445513816365 5.0634696291277965 0.6234054263865307 0.43053582268369395
2.605441112 0.015114409366460357 0.02212297619050253 5.7477823125160634e-05 12403.26661924525 5.092897011386933 0.9678375277840829 0.4330379690691452
2.6354422250000002 0.01496303981101521 0.022017710525557045 5.838990900001728e-05 12399.346132357994 5.181065517042721 0.6144472426399913 0.4405347455678018
2.6651457830000007 0.01481513061275086 0.02205798141572064 5.8418875807073134e-05 12403.454524103357 5.187228560510559 0.9847751565265451 0.4410587757652769
2.6945583150000005 0.014670297517494824 0.022280691069013477 5.928909566969534e-05 12402.014145416255 5.218195596059475 0.8549403044817078 0.4436918355252155
2.72368581 0.014528719257177691 0.022233969191077313 6.10418372244747e-05 12400.178356697688 5.3763679905893325 0.6894634345483759 0.4571408906183913
2.7525356270000003 0.014390717707992273 0.022121980799507585 6.236795593603387e-05 12390.828953224012 5.511200908504898 -0.15328606430291555 0.4686054407177311
2.781114375 0.014256009592215513 0.02210442076003158 6.472374291917179e-05 12402.472274320875 5.737726157043896 0.8962357631561753 0.48786639049756914
2.809428039000001 0.01412390508302619 0.022434189460182795 6.762512218054096e-05 12397.844958607084 5.921367327215538 0.4791323608049763 0.5034810002551996
2.837480862 0.013994544382645024 0.022268723988998523 6.789174626222922e-05 12397.342167657023 5.970122694768997 0.4338110927281055 0.5076265632421134
2.8652813820000005 0.013869026711510024 0.022275035026030527 6.848732230977457e-05 12401.104645771662 6.0180873346413755 0.7729585639520438 0.5117048923720816
2.8928326710000003 0.013744988140995229 0.02215848696621074 6.943088531478064e-05 12402.038776273681 6.128493747927937 0.8571605148738325 0.521092509846954
2.920142595 0.013625071699921332 0.022206132341008503 7.038311752876003e-05 12405.304867983385 6.2089968798144985 1.1515640197930779 0.5279375162662707
2.9472139090000002 0.013506515220403026 0.02204739677270152 7.398663635120137e-05 12403.264007089028 6.560050989852977 0.9676020696231076 0.5577868846129201
2.9740543640000006 0.013391390135722991 0.02188713051271528 7.398265404431184e-05 12388.996733791524 6.593006948264106 -0.31844120097687956 0.5605890581630969
3.0006670490000005 0.013278558742217728 0.021961928397529865 7.422173121472829e-05 12402.079429051846 6.587488372844542 0.8608249313814288 0.5601198256837242
3.0270572720000004 0.013167798755325366 0.021980267255582 7.694523116930229e-05 12395.705636448507 6.826763354407127 0.286295172625202 0.5804648575650388
3.0532305210000006 0.013059555519836508 0.02195504671111903 7.564896217879065e-05 12388.52123851731 6.713082602157743 -0.36130205356256123 0.5707988301613313
3.0791911240000003 0.012953922772384496 0.021792432441420796 7.757980057767575e-05 12396.81037941808 6.94313756165428 0.3858760268037511 0.590359903595945
3.104942972 0.012850217793547891 0.021881148294032086 7.872748415360583e-05 12399.201650064344 7.010148977747186 0.6014236972438364 0.5960577387307295
3.130490085 0.0127484755872882 0.021648887145579096 8.166192853488096e-05 12399.761651433855 7.347315109636675 0.6519018774658368 0.6247262424656133
3.155837354 0.012649001990989506 0.02176912126330673 8.13886430083656e-05 12394.107979708686 7.276065117434931 0.1422833733043349 0.6186680104121767
3.1809887620000006 0.012551525161557997 0.021630684542381803 8.245687334399974e-05 12396.099510867783 7.410761865443797 0.32179877137255525 0.6301209822801652
3.205948212 0.012455991083323736 0.021815467468552896 8.338788615022833e-05 12405.98100292645 7.450016132831773 1.2125104091567438 0.6334586873601973
3.2307195220000002 0.012362357692476067 0.021655613875104153 8.326361990124928e-05 12382.668511664311 7.472418562931425 -0.8888632649453848 0.6353635173245332
3.255306430000001 0.012270589736345983 0.021477332427029937 8.509909154908611e-05 12392.145571110274 7.700818736922508 -0.03460693499275694 0.6547838879424741
3.2797125940000003 0.012180709866361328 0.02141351975297033 8.643943146207794e-05 12386.949665737282 7.82429673815326 -0.5029626607347464 0.6652829541435243
3.3039404580000005 0.01209221383021819 0.021488157255104688 8.756030322313635e-05 12392.30433177121 7.8886331591902215 -0.02029634632059619 0.670753340259861
3.3279943910000003 0.012005676194188908 0.02148994279184476 8.901481001996985e-05 12388.558054887964 8.0277138406847 -0.357983448476726 0.6825790684684745
3.351877847 0.011920465325926388 0.02170481539676392 9.161739984367302e-05 12396.51703188602 8.194110928756507 0.3594338600570238 0.6967274513861986
3.3755941850000006 0.011837302993780607 0.021451817992647053 9.206133028011188e-05 12384.173737087285 8.306857097769011 -0.753183167873775 0.7063140132075627
3.399145889 0.011755639399503082 0.021657974103213726 9.277367549507004e-05 12388.058554754518 8.315218447264993 -0.4030080843610654 0.707024960591011
3.422535416 0.011674980661760204 0.02152808025583889 9.39852743968587e-05 12401.039505844326 8.459788848218642 0.7670868908264841 0.7193174677193716
3.4457672530000005 0.011596073552640584 0.02150620548190892 9.528251563815507e-05 12395.92103454031 8.60516469643548 0.3057110246024479 0.7316784602787676
3.46884326 0.011518945200210462 0.021480748967846575 9.631759177536856e-05 12389.473128868924 8.680850594022518 -0.27549924068361437 0.7381138677305552
3.49176589 0.011442311062801913 0.02154350150697858 9.86848316423169e-05 12396.16478142696 8.876651757784407 0.327682219572157 0.7547624153267951
3.5145394740000007 0.01136816030402188 0.02137954243914878 9.963848599422126e-05 12388.84780592428 9.006725633735543 -0.33186546765202996 0.7658223144264419
3.5371638950000004 0.011294073568502316 0.02153616219584103 0.00010024387655811214 12391.400787854367 9.02150851266008 -0.10174124120120781 0.7670792705070701
3.55964496 0.011222473592507276 0.021453550106764235 0.0001016073718861928 12381.053148002442 9.185855160428305 -1.0344711553670378 0.781053308940157
3.5819817310000004 0.011150873101602121 0.021637401298984445 0.00010305591737415813 12388.902509878746 9.235121057366324 -0.3269344867248064 0.785242281131566
3.6041797970000005 0.01108172507992089 0.021454301154301816 0.0001050846770140593 12393.40091138656 9.471260713469887 0.07854866811126558 0.8053207231002806
3.6262390540000005 0.011012502392290235 0.021398975783507333 0.00010463957820116041 12387.449522719326 9.462702169996483 -0.4579058587365081 0.8045930087413163
3.648163275 0.010945486224641643 0.021621938036258094 0.00010653637313828004 12387.507015585434 9.569269887847016 -0.452723487023093 0.8136542302824449
3.6699547450000005 0.010879067440197288 0.02155741825465348 0.00010797978549458808 12382.688199335005 9.715016496210511 -0.8870886303756617 0.8260467477716719
3.691613922000001 0.010813440188118362 0.021420130842564725 0.00011388995504902505 12384.378725295035 10.290627486984999 -0.734705656464845 0.8749896998599532
3.713144838 0.010749564568455883 0.021128767203114796 0.00011232943122913443 12388.549850226293 10.257219974112086 -0.35872301165115805 0.872149131614848
3.7398806820325046 0.016006023910816847 0.02146373208150249 9.404225623800462e-05 12382.934961686044 8.470929408124272 -0.8648456232941486 0.7202647253263957
3.7717059960840453 0.01586688563106442 0.02130459135024139 9.557261121946485e-05 12392.280722065572 8.662439297837352 -0.022424510716494896 0.7365483952126289
3.803258671222155 0.015731559461310995 0.02133393659587099 9.605084327432926e-05 12392.924295759094 8.687661080045292 0.035586827570207785 0.7386929485619724
3.83454461386391 0.015599007505787021 0.02131917311770607 9.97572172798534e-05 12396.516670973946 9.032280670756805 0.35940132766374866 0.7679952037085993
3.8655684074795404 0.015468998800262979 0.021337289901775004 0.00010185812889531318 12413.88386780778 9.219733974825298 1.924869805879967 0.7839339509299994
3.8963370715749748 0.015342449443003892 0.021191725738827768 0.00010233304092239249 12388.51374005955 9.299809166298775 -0.36197795994940196 0.7907425705056492
3.9268562338718076 0.015218591351063182 0.021371637737798245 0.00010637252157509426 12381.747409603198 9.608492398241827 -0.971890840189123 0.8169892351343371
3.957131210841046 0.015097370364193896 0.021230721805931885 0.00010867228723669819 12386.804350090344 9.882994147971852 -0.5160613240854438 0.8403295225863004
3.987167185643803 0.014978718210879371 0.021605507385405086 0.00010834455820533289 12384.86572791042 9.703519739747657 -0.6908075391987217 0.8250692035451882
4.016969209431213 0.014862569357575461 0.021680843677923053 0.00011158645670434989 12401.819829209917 9.986577022552897 0.8374247607392554 0.8491369493884978
4.046542199683113 0.014748859257704527 0.02168918509201003 0.00011148725759784888 12392.232375842168 9.944982288800233 -0.026782409662561298 0.8456002395379053
4.075890953171862 0.014637526054274819 0.021482208299912563 0.00011270231439650204 12418.936638817328 10.128307615555334 2.380323487828336 0.8611879938159654
4.1098539800000005 0.019347325847798746 0.021232237129783966 0.0001029254249506041 12389.494343150776 9.332566185734027 -0.27358699831960176 0.7935278287068822
4.148310492000001 0.019157942470683587 0.021452975147237104 0.00010346992963624077 12389.718799064629 9.308334824384191 -0.25335467981439536 0.7914674886915133
4.186395768000001 0.018974393652272603 0.02157570905871497 0.00010410221931511098 12406.227098931518 9.316336081656065 1.2346933522210337 0.7921478182154099
4.224119591000001 0.01879493707018476 0.022134036945557767 0.00010870139005811115 12386.836775473075 9.549104328956421 -0.5131385199596592 0.8119395966176362
4.26148969 0.018620389276062355 0.022544537155973366 0.00010995390079536986 12407.643379354084 9.491014054518011 1.3623560014702607 0.807000306777446
4.298516441000001 0.018449688361048988 0.02276087384584333 0.00011129710158407836 12402.709887251292 9.548281806584468 0.9176540470706673 0.8118696593271967
4.335207637000001 0.01828385670475141 0.022882511793018943 0.00011416447971612747 12395.662861027447 9.741066148809493 0.2824394223880172 0.8282616931418998
4.376093669996296 0.022626926549591975 0.022925667047035882 0.00010651464353887111 12404.411879460016 9.078599545429519 1.0710705816109083 0.7719335969989003
4.421050416173583 0.02238076713165915 0.022869711406149813 0.0001101954997228935 12414.925092759453 9.401933962556097 2.0187251848552625 0.7994260200755097
4.46552392195502 0.02214173206662373 0.02236243660882635 0.0001118868008689179 12424.38344002614 9.716139756890431 2.871294810436781 0.8261422561871139
4.509527670642024 0.02190964794556205 0.022179669261605084 0.00011549476871300147 12401.022667805722 10.097830353777248 0.7655691203467636 0.858596578455776
4.557404433 0.025994599639663996 0.02199070495857818 0.00010921283906159357 12394.420198762193 9.616956742148146 0.17042660742784546 0.8177089399087513
4.609024244 0.02567993885378206 0.021873476171183008 0.00011429846031396987 12378.570644367815 10.113974293852822 -1.2582425114613944 0.8599692626093078
4.660026746000001 0.025375446906435783 0.0217559484216892 0.00011548423198859081 12400.85221945017 10.247949845948078 0.7502050100452419 0.8713609127554881
4.714605722185023 0.029233030203391408 0.0219306978441371 0.00011187107900534254 12396.446519283516 9.878490541807476 0.3530778972844584 0.8399465907377774
4.772625524053081 0.028845710406779634 0.021924501590280865 0.00011330300092130262 12392.958126583046 10.006706257267009 0.038636317306112 0.8508484944874908
4.829887638545266 0.028472608204951122 0.021875169164313018 0.00011922420354627343 12392.166334621103 10.55017803289422 -0.032735324852687084 0.8970587189310278
4.890427442 0.03209877551804219 0.021587840024734937 0.00011389963509356205 12384.112633419873 10.141575307982587 -0.7586910150038422 0.8623161168803207
4.954110808 0.031645188760334175 0.021808797310908238 0.00011879154191690669 12395.397218724815 10.519207816501613 0.2584945880414389 0.8944253887108604
5.020801993020891 0.03507978774025888 0.021460992577451425 0.00011486563985269988 12414.49476781141 10.318135179769014 1.9799359577854876 0.8773286192196682
5.090366842672945 0.03454942328505162 0.02156975110010576 0.00012366798118704903 12408.219287443042 11.064369618835213 1.4142680036338333 0.9407793124538277
5.162671557000002 0.03779130463228775 0.021651897268368796 0.00012234920549856584 12405.85498563333 10.882904632794652 1.2011512875911496 0.925349738905321
5.241299697335571 0.04087561582179822 0.021679029240096827 0.00011903712518336586 12375.6209369536 10.583969158045022 -1.5241273298979248 0.8999319048947629
5.508404777992111 0.21819582996011455 0.021336688135373642 0.0001066874760649974 12394.870996450956 9.562013081669992 0.2110612347983693 0.8130371998178976
